owner,name,sshUrl,url,baseRepo,baseRef,baseRefPrefix,headRepo,headRef,headRefPrefix,title,number,state,draft,files,createdAt,publishedAt,mergedAt,closedAt,groupId,artifactId,version
apache,nifi,ssh://git@github.com:apache/nifi.git,https://github.com/apache/nifi,apache/nifi,main,refs/heads/,sjyang18/nifi,NIFI-10130,refs/heads/,NIFI-10130 AzureGraphUserGroupProvider handles nested group,6135,OPEN,False,1,2022-06-17,2022-06-17,,,org.apache.nifi,nifi,1.18.0-SNAPSHOT
apache,nifi,ssh://git@github.com:apache/nifi.git,https://github.com/apache/nifi,apache/nifi,main,refs/heads/,greyp9/nifi,NIFI-9822,refs/heads/,NIFI-9822 - ConsumeKafkaRecord allows writing out Kafka record key,6131,OPEN,False,20,2022-06-16,2022-06-16,,,org.apache.nifi,nifi,1.18.0-SNAPSHOT
apache,nifi,ssh://git@github.com:apache/nifi.git,https://github.com/apache/nifi,apache/nifi,main,refs/heads/,davyam/nifi,NIFI-4239,refs/heads/,NIFI-4239 - Adding CaptureChangePostgreSQL processor to capture data changes (INSERT/UPDATE/DELETE) from PostgreSQL tables via Logical Replication API,6053,OPEN,False,17,2022-05-18,2022-05-18,,,org.apache.nifi,nifi,1.18.0-SNAPSHOT
apache,nifi,ssh://git@github.com:apache/nifi.git,https://github.com/apache/nifi,apache/nifi,main,refs/heads/,NissimShiman/nifi,NIFI-8233,refs/heads/,NIFI-8233 ListenHTTP - Add ability to filter incoming flowfile attributes,6050,OPEN,False,3,2022-05-16,2022-05-16,,,org.apache.nifi,nifi,1.18.0-SNAPSHOT
apache,nifi,ssh://git@github.com:apache/nifi.git,https://github.com/apache/nifi,apache/nifi,main,refs/heads/,dahai1996/nifi,main,refs/heads/,"NIFI-6428 Add 'inTransaction' value to state,fix bug",6036,OPEN,False,4,2022-05-12,2022-05-12,,,org.apache.nifi,nifi,1.18.0-SNAPSHOT
apache,curator,ssh://git@github.com:apache/curator.git,https://github.com/apache/curator,apache/curator,master,refs/heads/,tisonkun/curator,leader-latch-state-machine,refs/heads/,CURATOR-644. CURATOR-645. Fix livelock in LeaderLatch,430,OPEN,False,2,2022-07-13,2022-07-13,,,org.apache.curator,apache-curator,5.4.0-SNAPSHOT
apache,curator,ssh://git@github.com:apache/curator.git,https://github.com/apache/curator,apache/curator,master,refs/heads/,kezhuw/curator,CURATOR-535-fix-port-conflict-for-TestingServer,refs/heads/,CURATOR-535: Fix client port conflict due to untrustworthy random port allocation,421,OPEN,False,5,2022-06-14,2022-06-14,,,org.apache.curator,apache-curator,5.4.0-SNAPSHOT
apache,curator,ssh://git@github.com:apache/curator.git,https://github.com/apache/curator,apache/curator,master,refs/heads/,tisonkun/curator,leader-latch-state-machine,refs/heads/,CURATOR-644. CURATOR-645. Fix livelock in LeaderLatch,430,OPEN,False,2,2022-07-13,2022-07-13,,,org.apache.curator,curator-recipes,5.4.0-SNAPSHOT
apache,curator,ssh://git@github.com:apache/curator.git,https://github.com/apache/curator,apache/curator,master,refs/heads/,kezhuw/curator,CURATOR-535-fix-port-conflict-for-TestingServer,refs/heads/,CURATOR-535: Fix client port conflict due to untrustworthy random port allocation,421,OPEN,False,5,2022-06-14,2022-06-14,,,org.apache.curator,curator-test,5.4.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,graphhopper/graphhopper,road_density,refs/heads/,Add development encoded value to identify built-up areas,2637,OPEN,False,10,2022-07-29,2022-07-29,,,com.graphhopper,graphhopper-core,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,graphhopper/graphhopper,ramer_smoothing,refs/heads/,new edge smoothing,2634,OPEN,False,7,2022-07-25,2022-07-25,,,com.graphhopper,graphhopper-core,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,graphhopper/graphhopper,bike_fixes,refs/heads/,improvements for bike,2631,OPEN,False,12,2022-07-21,2022-07-21,,,com.graphhopper,graphhopper-core,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,graphhopper/graphhopper,max_speed_custom_model_fix,refs/heads/,fix value expression with encoded value that has defaultIsInfinity==true,2623,OPEN,False,9,2022-07-06,2022-07-06,,,com.graphhopper,graphhopper-core,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,otbutz/graphhopper,parser_dependencies,refs/heads/,TagParser dependencies,2595,OPEN,True,33,2022-06-03,2022-06-03,,,com.graphhopper,graphhopper-core,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,boldtrn/graphhopper,intersection_details,refs/heads/,Provide all intersections with additional information along a route via PathDetails,2590,OPEN,False,15,2022-06-01,2022-06-01,,,com.graphhopper,graphhopper-core,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,graphhopper/graphhopper,road_density,refs/heads/,Add development encoded value to identify built-up areas,2637,OPEN,False,10,2022-07-29,2022-07-29,,,com.graphhopper,graphhopper-web-bundle,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,graphhopper/graphhopper,max_speed_custom_model_fix,refs/heads/,fix value expression with encoded value that has defaultIsInfinity==true,2623,OPEN,False,9,2022-07-06,2022-07-06,,,com.graphhopper,graphhopper-web,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,boldtrn/graphhopper,intersection_details,refs/heads/,Provide all intersections with additional information along a route via PathDetails,2590,OPEN,False,15,2022-06-01,2022-06-01,,,com.graphhopper,graphhopper-web,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,boldtrn/graphhopper,intersection_details,refs/heads/,Provide all intersections with additional information along a route via PathDetails,2590,OPEN,False,15,2022-06-01,2022-06-01,,,com.graphhopper,graphhopper-nav,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,boldtrn/graphhopper,intersection_details,refs/heads/,Provide all intersections with additional information along a route via PathDetails,2590,OPEN,False,15,2022-06-01,2022-06-01,,,com.graphhopper,graphhopper-reader-gtfs,6.0-SNAPSHOT
graphhopper,graphhopper,ssh://git@github.com:graphhopper/graphhopper.git,https://github.com/graphhopper/graphhopper,graphhopper/graphhopper,master,refs/heads/,boldtrn/graphhopper,intersection_details,refs/heads/,Provide all intersections with additional information along a route via PathDetails,2590,OPEN,False,15,2022-06-01,2022-06-01,,,com.graphhopper,graphhopper-web-api,6.0-SNAPSHOT
apache,maven,ssh://git@github.com:apache/maven.git,https://github.com/apache/maven,apache/maven,maven-3.9.x,refs/heads/,Yougoss/maven,maven-3.9.x-optimizeDepMem,refs/heads/,[MNG-7509] - Huge memory cost when parent pom widely used in a big project for dependencyManagement for maven-3.9.x,768,OPEN,False,3,2022-07-17,2022-07-17,,,org.apache.maven,maven-core,4.0.0-alpha-1-SNAPSHOT
apache,maven,ssh://git@github.com:apache/maven.git,https://github.com/apache/maven,apache/maven,maven-3.9.x,refs/heads/,apache/maven,warn-on-ancient-plugin,refs/heads/,Experiment: warn on ancient plugin,765,OPEN,True,2,2022-07-11,2022-07-11,,,org.apache.maven,maven-core,4.0.0-alpha-1-SNAPSHOT
apache,maven,ssh://git@github.com:apache/maven.git,https://github.com/apache/maven,apache/maven,maven-3.9.x,refs/heads/,apache/maven,resolver-locking-mode,refs/heads/,[EXPERIMENT] Resolver locking mode,762,OPEN,True,1,2022-06-24,2022-06-24,,,org.apache.maven,maven-core,4.0.0-alpha-1-SNAPSHOT
apache,maven,ssh://git@github.com:apache/maven.git,https://github.com/apache/maven,apache/maven,maven-3.9.x,refs/heads/,gnodet/maven,MNG-7474,refs/heads/,[3.9.x] [MNG-7401] [MNG-7474] Keep a single maven session and fix session scope,743,OPEN,False,8,2022-05-16,2022-05-16,,,org.apache.maven,maven-core,4.0.0-alpha-1-SNAPSHOT
apache,maven,ssh://git@github.com:apache/maven.git,https://github.com/apache/maven,apache/maven,maven-3.9.x,refs/heads/,Yougoss/maven,maven-3.9.x-optimizeDepMem,refs/heads/,[MNG-7509] - Huge memory cost when parent pom widely used in a big project for dependencyManagement for maven-3.9.x,768,OPEN,False,3,2022-07-17,2022-07-17,,,org.apache.maven,maven-resolver-provider,4.0.0-alpha-1-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,jakarta-support,refs/heads/,[#2198 Jakarta support,2301,OPEN,False,20,2022-07-22,2022-07-22,,,org.axonframework,axon-messaging,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,feature/extended-tracing-otel,refs/heads/,Native Tracing for Axon Framework with OpenTelemetry as default,2294,OPEN,False,59,2022-07-18,2022-07-18,,,org.axonframework,axon-messaging,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,feature/dead-letter-queue,refs/heads/,[#2021] Dead Letter Queue for Event Processing Groups,2258,OPEN,False,40,2022-06-17,2022-06-17,,,org.axonframework,axon-messaging,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,feature/dead-letter-queue,refs/heads/,AxonFramework/AxonFramework,feature/dead-letter-queue-jpa,refs/heads/,JPA dead letter queue implementation,2239,OPEN,False,23,2022-05-30,2022-05-30,,,org.axonframework,axon-messaging,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,jakarta-support,refs/heads/,[#2198 Jakarta support,2301,OPEN,False,20,2022-07-22,2022-07-22,,,org.axonframework,axon-modelling,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,feature/extended-tracing-otel,refs/heads/,Native Tracing for Axon Framework with OpenTelemetry as default,2294,OPEN,False,59,2022-07-18,2022-07-18,,,org.axonframework,axon-modelling,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,creation-policy-noargs-constructor,refs/heads/,Creation policy factory for Aggregates,2209,OPEN,False,13,2022-04-27,2022-04-27,,,org.axonframework,axon-modelling,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,feature/extended-tracing-otel,refs/heads/,Native Tracing for Axon Framework with OpenTelemetry as default,2294,OPEN,False,59,2022-07-18,2022-07-18,,,org.axonframework,axon-server-connector,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,feature/extended-tracing-otel,refs/heads/,Native Tracing for Axon Framework with OpenTelemetry as default,2294,OPEN,False,59,2022-07-18,2022-07-18,,,org.axonframework,axon-configuration,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,feature/dead-letter-queue,refs/heads/,[#2021] Dead Letter Queue for Event Processing Groups,2258,OPEN,False,40,2022-06-17,2022-06-17,,,org.axonframework,axon-configuration,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,feature/dead-letter-queue,refs/heads/,AxonFramework/AxonFramework,feature/dead-letter-queue-jpa,refs/heads/,JPA dead letter queue implementation,2239,OPEN,False,23,2022-05-30,2022-05-30,,,org.axonframework,axon-configuration,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,creation-policy-noargs-constructor,refs/heads/,Creation policy factory for Aggregates,2209,OPEN,False,13,2022-04-27,2022-04-27,,,org.axonframework,axon-configuration,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,feature/extended-tracing-otel,refs/heads/,Native Tracing for Axon Framework with OpenTelemetry as default,2294,OPEN,False,59,2022-07-18,2022-07-18,,,org.axonframework,axon-eventsourcing,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,feature/extended-tracing-otel,refs/heads/,Native Tracing for Axon Framework with OpenTelemetry as default,2294,OPEN,False,59,2022-07-18,2022-07-18,,,org.axonframework,axon-spring-boot-autoconfigure,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,feature/dead-letter-queue,refs/heads/,AxonFramework/AxonFramework,feature/dead-letter-queue-jpa,refs/heads/,JPA dead letter queue implementation,2239,OPEN,False,23,2022-05-30,2022-05-30,,,org.axonframework,axon-spring-boot-autoconfigure,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,feature/extended-tracing-otel,refs/heads/,Native Tracing for Axon Framework with OpenTelemetry as default,2294,OPEN,False,59,2022-07-18,2022-07-18,,,org.axonframework,axon-spring,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,enhancement/message-priority-it,refs/heads/,Integration Test for Command and Query Priority Calculations,2266,OPEN,True,2,2022-06-28,2022-06-28,,,org.axonframework,axon-integrationtests,4.6.0-SNAPSHOT
AxonFramework,AxonFramework,ssh://git@github.com:AxonFramework/AxonFramework.git,https://github.com/AxonFramework/AxonFramework,AxonFramework/AxonFramework,master,refs/heads/,AxonFramework/AxonFramework,creation-policy-noargs-constructor,refs/heads/,Creation policy factory for Aggregates,2209,OPEN,False,13,2022-04-27,2022-04-27,,,org.axonframework,axon-integrationtests,4.6.0-SNAPSHOT
alibaba,QLExpress,ssh://git@github.com:alibaba/QLExpress.git,https://github.com/alibaba/QLExpress,alibaba/QLExpress,branch_version_4.0.0.dev,refs/heads/,taokan/QLExpress,Implicit_Conversion,refs/heads/,Implicit conversion,199,OPEN,False,100,2022-06-22,2022-06-22,,,com.alibaba,QLExpress,3.3.0
alibaba,QLExpress,ssh://git@github.com:alibaba/QLExpress.git,https://github.com/alibaba/QLExpress,alibaba/QLExpress,master,refs/heads/,jiwenxing/QLExpress,scientific-optimism,refs/heads/,非浮点型科学计数解析异常处理,195,OPEN,False,2,2022-05-12,2022-05-12,,,com.alibaba,QLExpress,3.3.0
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,yigress/hive,master,refs/heads/,HIVE-26447: Vectorization: wrong results when filter on repeating map key orc table,3492,OPEN,False,3,2022-08-03,2022-08-03,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,abstractdog/hive,HIVE-26444,refs/heads/,HIVE-26444: Use tez.local.mode.without.network for unit tests,3491,OPEN,False,5,2022-08-02,2022-08-02,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,InvisibleProgrammer/hive,HIVE-26407,refs/heads/,HIVE-26407: Do not compute statistics if the compaction fails,3489,OPEN,False,4,2022-08-01,2022-08-01,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,hsnusonic/hive,HIVE-26439,refs/heads/,HIVE-26439: Skip collecting Kafka delegation tokens if PLAINTEXT is set,3488,OPEN,False,1,2022-07-31,2022-07-31,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,achennagiri/hive,HIVE-26438,refs/heads/,HIVE-26438: Remove unnecessary optimization in canHandleQbForCbo(),3487,OPEN,False,1,2022-07-30,2022-07-30,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,ganlute/hive,HIVE-26436,refs/heads/,HIVE-26436: Hive on MR NullPointerException When initializeOp has not…,3485,OPEN,False,3,2022-07-28,2022-07-28,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,szlta/hive,HIVE-26115,refs/heads/,HIVE-26115: LLAP cache utilization for Iceberg Parquet files,3480,OPEN,False,14,2022-07-27,2022-07-27,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,lcspinter/hive-1,HIVE-26431,refs/heads/,HIVE-26431: Use correct schema for iceberg time travel queries,3479,OPEN,False,20,2022-07-27,2022-07-27,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,belugabehr/hive,HIVE-22417,refs/heads/,HIVE-22417: Remove stringifyException from MetaStore,3478,OPEN,False,8,2022-07-27,2022-07-27,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,saihemanth-cloudera/hive,hive-26422,refs/heads/,HIVE-26422: Remove the table owner grant privileges in SQLStdHiveAcce…,3471,OPEN,False,1,2022-07-22,2022-07-22,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,abstractdog/hive,HIVE-26420,refs/heads/,HIVE-26420: Configurable timeout for HiveSplitGenerator to wait for LLAP instances,3468,OPEN,False,3,2022-07-22,2022-07-22,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,jfsii/hive,HIVE-26320,refs/heads/,[WIP] HIVE-26320: Add CASTs when RexTransformIntoInClause creates str…,3453,OPEN,False,3,2022-07-18,2022-07-18,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,atsaonerk/hive,master,refs/heads/,AS[]: Dump Tables in parallel,3444,OPEN,False,9,2022-07-15,2022-07-15,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,pudidic/hive,arraystack2,refs/heads/,HIVE-1626: stop using java.util.Stack,3441,OPEN,False,100,2022-07-14,2022-07-14,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,jhungund/hive,master,refs/heads/,HIVE-24933: Replication fails for transactional tables having same na…,3435,OPEN,False,10,2022-07-13,2022-07-13,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,scarlin-cloudera/hive,HIVE-26294-2,refs/heads/,HIVE-26294: Allow substr to take bigint params,3433,OPEN,False,4,2022-07-13,2022-07-13,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,zabetak/hive,HIVE-26376,refs/heads/,HIVE-26376: HMS leaks filesystem objects (memory) when using StorageBasedAuthorizationProvider,3424,OPEN,True,1,2022-07-08,2022-07-08,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,abstractdog/hive,HIVE-26367,refs/heads/,HIVE-26367: Upgrade to tez 0.10.2,3413,OPEN,False,8,2022-07-04,2022-07-04,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,yulongz/hive,master,refs/heads/,HIVE-26292 GroupByOperator initialization does not clean state,3396,OPEN,False,1,2022-06-22,2022-06-22,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,ryukobayashi/hive,HIVE-26339,refs/heads/,HIVE-26339: HIVE-26047 Related LIKE pattern issues,3384,OPEN,False,2,2022-06-17,2022-06-17,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,wecharyu/hive,HIVE-26314,refs/heads/,HIVE-26314: Support alter function in Hive DDL statement,3360,OPEN,False,42,2022-06-12,2022-06-12,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,zabetak/hive,HIVE-26312,refs/heads/,HIVE-26312: Use default digest normalization strategy in CBO,3359,OPEN,False,1,2022-06-10,2022-06-10,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,adrian-wang/hive,HIVE-26291,refs/heads/,[HIVE-26291] fix fd leak in ranger rest client,3345,OPEN,False,1,2022-06-05,2022-06-05,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,ghanko/hive,HIVE-26275,refs/heads/,HIVE-26275 Make LlapBaseInputFormat type safe,3333,OPEN,False,10,2022-05-31,2022-05-31,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,asolimando/hive,master-HIVE-26243-ds_kll_sketch_vectorized,refs/heads/,HIVE-26243 ds kll sketch vectorized,3317,OPEN,False,21,2022-05-23,2022-05-23,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,wecharyu/hive,HIVE-26259,refs/heads/,HIVE-26259: Alter Function should also update resource uris,3316,OPEN,False,36,2022-05-23,2022-05-23,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,zhangbutao/hive,HIVE-26248,refs/heads/,HIVE-26248: Add data connector authorization on HMS server-side,3312,OPEN,False,9,2022-05-23,2022-05-23,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,slachiewicz/hive,HIVE-26079,refs/heads/,HIVE-26079: Upgrade Protobuf to 3.21.0,3309,OPEN,True,20,2022-05-20,2022-05-20,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,zhangbutao/hive,HIVE-26246,refs/heads/,HIVE-26246: Filter out results 'show connectors' on HMS client-side,3304,OPEN,False,8,2022-05-20,2022-05-20,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,wecharyu/hive,HIVE-26227,refs/heads/,HIVE-26227: Add support of catalog related statements for Hive ql,3288,OPEN,False,38,2022-05-12,2022-05-12,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,skysiders/hive,HIVE-26201,refs/heads/,HIVE-26201 QueryResultsCache should add permission check after mkdir with special permission,3267,OPEN,False,3,2022-05-05,2022-05-05,,,org.apache.hive,hive-exec,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,ganlute/hive,HIVE-26436,refs/heads/,HIVE-26436: Hive on MR NullPointerException When initializeOp has not…,3485,OPEN,False,3,2022-07-28,2022-07-28,,,org.apache.hive,hive-common,4.0.0-alpha-2-SNAPSHOT
apache,hive,ssh://git@github.com:apache/hive.git,https://github.com/apache/hive,apache/hive,master,refs/heads/,abstractdog/hive,HIVE-26420,refs/heads/,HIVE-26420: Configurable timeout for HiveSplitGenerator to wait for LLAP instances,3468,OPEN,False,3,2022-07-22,2022-07-22,,,org.apache.hive,hive-common,4.0.0-alpha-2-SNAPSHOT
